J1,J2,J3,J4,J5,J6,floor_clear_mm,self_clear_mm,self_target,collision
90,4.3,102.6,39.1,175.6,141.1,-48.3,27.7,wrist.b.stl,1
90,23,69.4,88.2,32.8,126.8,50.0,23.4,wrist.b.stl,0
90,151.4,0.8,24,51,177.1,-28.4,26.4,wrist.b.stl,1
90,72.8,30.6,21.8,162.2,145.8,50.0,26.6,wrist.b.stl,0
90,111.5,97.1,139.9,57.3,115.2,50.0,23.6,wrist.b.stl,0
90,132.6,103.6,30.4,177.5,146,50.0,28.9,wrist.b.stl,0
90,88.3,111.6,136.8,82.5,133,50.0,30.4,wrist.b.stl,0
90,139.1,82.6,33.8,107.6,99.8,50.0,27.1,wrist.b.stl,0
90,90.1,10.5,140,97,77.5,50.0,29.5,wrist.b.stl,0
90,146.7,35.4,48.9,115.2,70.2,50.0,24.5,wrist.b.stl,0
90,54.6,45.8,87.4,139.6,145,50.0,26.6,wrist.b.stl,0
90,142.3,159.4,9.1,176.8,76.8,50.0,-32.4,elbow.b.stl,1
90,34.7,174.6,148.5,167.4,94.2,-62.6,23.9,wrist.b.stl,1
90,134.6,93.5,97.1,171.3,132.9,50.0,25.6,wrist.b.stl,0
90,102,70.7,29.6,20.8,53.9,50.0,26.7,wrist.b.stl,0
90,124.7,34.5,23.7,14,152.3,50.0,28.1,wrist.b.stl,0
90,43.4,36.2,70.4,113.3,105.5,50.0,25.9,wrist.b.stl,0
90,166.3,122.8,101.2,128.1,119.5,50.0,23.9,wrist.b.stl,0
90,138.1,103,145.3,162,125.4,50.0,23.3,wrist.b.stl,0
90,64.4,50.4,114.7,113.7,4.3,50.0,26.4,wrist.b.stl,0
90,134.5,39.9,9.8,27.6,118.2,50.0,22.4,wrist.b.stl,0
90,94.1,152.4,19.1,149.3,117.2,50.0,20.9,wrist.b.stl,0
90,38.7,132.6,133.4,19.4,48,50.0,28.8,wrist.b.stl,0
90,115,68.5,137.7,96.5,154.3,50.0,33.7,wrist.b.stl,0
90,20,132.1,83.6,93.5,51.1,43.9,33.8,wrist.b.stl,0
90,48.4,34.2,67.2,43,34.2,50.0,23.4,wrist.b.stl,0
90,173.1,80.5,122.1,67.3,102.6,16.0,26.1,wrist.b.stl,0
90,89.9,110.3,130.1,119.5,137.2,50.0,29.2,wrist.b.stl,0
90,26.3,16.9,61,86.7,40.4,50.0,32.5,wrist.b.stl,0
90,139.2,129.5,164.4,131.2,19.3,50.0,22.8,wrist.b.stl,0
90,119.7,74.2,46.7,108.4,54.4,50.0,28.5,wrist.b.stl,0
90,95.6,103.7,95.2,1.9,62.8,50.0,26.9,wrist.b.stl,0
90,142.3,62.4,91.7,62.4,35.9,50.0,25.7,wrist.b.stl,0
90,36,134.8,113,167.8,75.8,15.4,25.3,wrist.b.stl,0
90,114.6,84.3,85.3,153.7,81.8,50.0,23.3,wrist.b.stl,0
90,167.1,111.7,15.4,12.2,176.8,50.0,28.6,wrist.b.stl,0
90,71.9,105.7,77.7,28.6,22.6,50.0,23.3,wrist.b.stl,0
90,38.3,109,98.4,59.1,8,50.0,27.6,wrist.b.stl,0
90,58.3,71.7,136.2,132.7,39.9,50.0,26.6,wrist.b.stl,0
90,41,113,117.3,101,20.2,50.0,30.6,wrist.b.stl,0
90,51.4,5.7,137.1,145.2,165.7,50.0,25.8,wrist.b.stl,0
90,15.8,163.1,165.3,179.6,140,-95.4,28.0,wrist.b.stl,1
90,47.3,47.6,123.9,122.4,118.9,50.0,25.6,wrist.b.stl,0
90,63.6,93.6,54.3,107.4,139,50.0,32.2,wrist.b.stl,0
90,125.8,77.9,94.5,139,41.9,50.0,26.5,wrist.b.stl,0
90,39.8,87.3,88.9,4.2,104.8,50.0,24.0,wrist.b.stl,0
90,75.2,103.7,164.7,60,19.4,50.0,25.8,wrist.b.stl,0
90,37.2,55.2,155.4,98.8,179.1,50.0,34.7,wrist.b.stl,0
90,51.3,12.4,54.2,178.7,133.8,50.0,26.6,wrist.b.stl,0
90,164.7,107.1,49.6,171.8,41.2,50.0,27.2,wrist.b.stl,0
90,71.5,52.8,115.8,75.2,172.3,50.0,32.7,wrist.b.stl,0
90,174.1,17.4,167.1,143.6,128.2,-138.8,22.0,wrist.b.stl,1
90,65.3,122.3,145.9,149.5,145,50.0,26.7,wrist.b.stl,0
90,57.6,33.3,97.9,45.8,141.3,50.0,25.8,wrist.b.stl,0
90,8,76.6,140.1,14.5,123.7,50.0,24.7,wrist.b.stl,0
90,41.6,22.9,55.4,3.5,113.4,50.0,23.9,wrist.b.stl,0
90,59.9,178.9,17.6,161.1,89.6,50.0,-15.9,elbow.b.stl,1
90,21.2,154.1,20,116.3,44.1,-17.4,30.4,wrist.b.stl,1
90,80.8,103.1,165.5,51.2,69.8,50.0,28.0,wrist.b.stl,0
90,35.9,61.9,22.6,98.7,100.7,50.0,29.2,wrist.b.stl,0
90,112.2,41.5,77.8,7.5,7.2,50.0,25.0,wrist.b.stl,0
90,55.7,88,124.7,136.6,72.3,50.0,22.6,wrist.b.stl,0
90,136,131,113.8,25.5,51.7,50.0,27.9,wrist.b.stl,0
90,96.1,146.5,72.6,174.1,119.8,50.0,24.5,wrist.b.stl,0
90,56.4,101.1,67.5,164.2,8.7,50.0,25.4,wrist.b.stl,0
90,41.2,17.4,145,34.4,133.7,50.0,25.1,wrist.b.stl,0
90,101.1,149.4,179.1,27.8,27.1,50.0,24.2,wrist.b.stl,0
90,114.5,6.5,147.1,67.8,71.8,50.0,31.1,wrist.b.stl,0
90,103,61.6,54,36.9,129.4,50.0,23.4,wrist.b.stl,0
90,138.4,109.5,42.5,125.1,28.4,50.0,26.9,wrist.b.stl,0
90,158.1,80.3,85.7,36.7,110.8,50.0,20.1,wrist.b.stl,0
90,177.3,106,117.4,51.9,58.7,31.3,27.4,wrist.b.stl,0
90,35.3,92.6,26.6,111.3,83.8,50.0,26.2,wrist.b.stl,0
90,112.4,12.7,159.1,68.1,37.2,50.0,27.5,wrist.b.stl,0
90,90.1,167.4,125,61.2,54.7,50.0,28.6,wrist.b.stl,0
90,119,16,65.8,86.2,136.9,50.0,31.7,wrist.b.stl,0
90,58.6,142.6,140.9,3.5,34.3,50.0,25.8,wrist.b.stl,0
90,117.6,89.3,5,64.7,112.6,50.0,25.2,wrist.b.stl,0
90,178.5,37.2,27.5,65.6,99.2,-24.2,25.8,wrist.b.stl,1
90,119.6,64.9,41.1,0.9,33,50.0,25.3,wrist.b.stl,0
90,18,43.6,58.1,14.2,73.1,50.0,23.6,wrist.b.stl,0
90,30.2,104.6,68,115.1,139.7,50.0,29.9,wrist.b.stl,0
90,15.2,68.8,176,0.4,82.6,50.0,8.9,elbow.b.stl,0
90,84.4,148.3,52.2,139.7,0.4,50.0,23.6,wrist.b.stl,0
90,88.3,57.5,145.5,72.5,12.6,50.0,29.9,wrist.b.stl,0
90,127.5,2.4,60.2,89.7,133.5,50.0,31.8,wrist.b.stl,0
90,56.4,18.7,148.5,1.8,157.2,50.0,-14.6,elbow.b.stl,1
90,19.2,22.6,29.9,26.7,143.1,50.0,27.2,wrist.b.stl,0
90,146,30.5,20.3,103,125.9,50.0,31.1,wrist.b.stl,0
90,100.6,5,137.9,128.6,129.1,50.0,26.7,wrist.b.stl,0
90,37.3,12.7,179.5,86,130.7,50.0,30.9,wrist.b.stl,0
90,17.4,90.9,90.7,22.1,63.3,50.0,23.8,wrist.b.stl,0
90,160.5,124.2,131.7,158.1,55.9,50.0,28.8,wrist.b.stl,0
90,142.2,17.4,104,96.1,77.6,43.5,29.7,wrist.b.stl,0
90,37.7,77,152,131.5,79.3,50.0,20.7,wrist.b.stl,0
90,174.2,141.4,8,135.1,129.3,50.0,24.7,wrist.b.stl,0
90,8.9,166.8,84.1,43,80.7,-73.1,21.9,wrist.b.stl,1
90,150.1,45.1,164.5,11.7,16.1,49.7,-13.6,base.stl,1
90,107.9,91.8,120.9,7.8,46.8,50.0,28.3,wrist.b.stl,0
90,126.6,62,54.8,147.6,143.3,50.0,26.4,wrist.b.stl,0
90,134.1,113,171.8,3.8,27.5,50.0,19.9,elbow.b.stl,0
90,82.8,50.5,52.8,176.5,8,50.0,25.3,wrist.b.stl,0
90,4.7,168.3,28.8,7.7,82.5,-155.0,23.9,wrist.b.stl,1
90,158.7,55.1,167.8,155.7,50.5,36.0,27.0,wrist.b.stl,0
90,78.4,166.3,22.2,11.1,34,50.0,26.4,wrist.b.stl,0
90,40.6,32.3,5.7,129.2,29.2,50.0,25.9,wrist.b.stl,0
90,82,21.7,65.8,71.5,164.3,50.0,32.6,wrist.b.stl,0
90,127,163.1,88,30.5,73.7,50.0,21.5,wrist.b.stl,0
90,106.9,97.4,161.3,106.6,46.2,50.0,31.0,wrist.b.stl,0
90,171.5,31.3,85.8,159.8,127.8,-53.5,23.1,wrist.b.stl,1
90,96.4,123.8,78.8,71.4,113,50.0,27.4,wrist.b.stl,0
90,132.7,168.7,150.6,172.9,20.9,50.0,25.3,wrist.b.stl,0
90,178.1,36.1,14.6,118.2,121.2,15.1,27.4,wrist.b.stl,0
90,175.3,138.8,70.7,108,109.7,50.0,27.8,wrist.b.stl,0
90,137.8,104.6,69.6,122.7,43.2,50.0,29.0,wrist.b.stl,0
90,62.9,12.9,146.9,12.8,53.8,50.0,10.7,elbow.b.stl,0
90,166.6,100.7,39.2,178.7,158.5,50.0,28.1,wrist.b.stl,0
90,12.3,41.5,115.6,35.8,96.7,50.0,20.9,wrist.b.stl,0
90,29.9,121.1,95.6,174.5,24.1,1.8,25.5,wrist.b.stl,0
90,95.5,56.1,110.3,36.6,166.6,50.0,25.3,wrist.b.stl,0
90,78.8,77.7,141.5,163.4,88.9,50.0,23.7,wrist.b.stl,0
90,138.8,25.9,45.4,124.7,166.8,50.0,27.8,wrist.b.stl,0
90,21.1,24.2,175.5,16.4,7.7,50.0,15.1,elbow.b.stl,0
90,95.7,40.4,53.6,111.2,63.2,50.0,26.3,wrist.b.stl,0
90,179.2,41.1,155.7,157.5,78.8,-98.5,24.4,wrist.b.stl,1
90,179.5,50.9,16.4,102.1,1.3,29.2,29.5,wrist.b.stl,0
90,85.3,150.6,75.5,36.7,46,50.0,25.9,wrist.b.stl,0
90,164.5,119.2,29,83.4,110.6,50.0,29.9,wrist.b.stl,0
90,90.9,141.3,1.1,50.6,103.4,50.0,21.2,wrist.b.stl,0
90,97,18.7,31.5,135.5,96.3,50.0,21.0,wrist.b.stl,0
90,115.2,147,105.1,56.5,94.2,50.0,23.4,wrist.b.stl,0
90,23.5,49,117.9,7.4,0.2,50.0,25.6,wrist.b.stl,0
90,159.7,173.6,163,38.8,135.8,50.0,25.0,wrist.b.stl,0
90,82.2,12.8,143.1,145.5,130,50.0,22.2,wrist.b.stl,0
90,179.4,178.6,32.3,143.2,118.8,50.0,20.4,wrist.b.stl,0
90,130.8,178.4,150.6,70.5,168.7,50.0,32.0,wrist.b.stl,0
90,157.5,127.1,168.7,83.2,128.4,50.0,30.2,wrist.b.stl,0
90,0.7,102.3,130.3,68.9,156.2,50.0,30.9,wrist.b.stl,0
90,87.3,50.9,98.9,163,122.8,50.0,23.4,wrist.b.stl,0
90,171,80.6,118.5,113.1,43,50.0,31.0,wrist.b.stl,0
90,134,12.2,103.5,32,33.9,-16.5,13.0,base.stl,1
90,176.4,69.2,93.5,119.7,89.7,24.5,23.3,wrist.b.stl,0
90,130.7,4.7,121.8,58.4,158.3,21.6,6.7,base.stl,0
90,25.8,5.5,11,94,38.7,50.0,33.2,wrist.b.stl,0
90,135.6,10,42.3,149.4,8.2,50.0,23.7,wrist.b.stl,0
90,141.8,20.1,151.7,141.1,39.4,32.7,25.4,wrist.b.stl,0
90,72.4,82.4,70.9,38,40.7,50.0,26.0,wrist.b.stl,0
90,124.3,27.3,50.8,11.3,39.3,50.0,27.3,wrist.b.stl,0
90,6.8,125.7,72.8,68,87.4,-14.8,27.9,wrist.b.stl,1
90,47,64.9,106.4,40.4,83.2,50.0,20.8,wrist.b.stl,0
90,103.5,24.9,55.3,99.4,72.2,50.0,29.2,wrist.b.stl,0
90,128.9,41.6,84.7,147.8,25.7,50.0,22.0,wrist.b.stl,0
90,161.1,80.5,86.4,114.5,97.5,50.0,24.8,wrist.b.stl,0
90,148.2,33.6,23.4,47.4,179.6,50.0,26.1,wrist.b.stl,0
90,17.8,95.5,139.2,149.9,172.3,50.0,26.1,wrist.b.stl,0
90,179.1,99.4,43.3,93.6,132.5,50.0,32.1,wrist.b.stl,0
90,85.8,49,148,149.2,99.1,50.0,20.9,wrist.b.stl,0
90,108.3,92.4,140.8,159.7,0.4,50.0,26.3,wrist.b.stl,0
90,175.3,61.9,71.8,66.2,152,-1.4,29.0,wrist.b.stl,1
90,132.6,32.2,73.5,0.5,144.6,17.9,26.5,wrist.b.stl,0
90,42.5,14.9,118.9,39.4,98.8,50.0,20.7,wrist.b.stl,0
90,29,142.2,176.8,19.3,151.5,50.0,27.5,wrist.b.stl,0
90,88.2,9.3,93.8,86.7,160.5,50.0,34.2,wrist.b.stl,0
90,61.3,136.3,23.8,69.9,97.1,50.0,27.2,wrist.b.stl,0
90,32.7,35.6,44.2,133.7,169.8,50.0,25.9,wrist.b.stl,0
90,22.9,98.6,26.5,9.8,7.1,50.0,24.8,wrist.b.stl,0
90,77.2,76.6,119.6,70.2,41.3,50.0,28.4,wrist.b.stl,0
90,17.3,102.8,39.1,67.9,3.2,50.0,30.7,wrist.b.stl,0
90,44.8,117.2,22.2,119,154.9,50.0,28.4,wrist.b.stl,0
90,156.5,28.3,84.1,161,131.4,8.5,23.6,wrist.b.stl,0
90,155.9,69.6,89.8,161.1,77.2,50.0,24.9,wrist.b.stl,0
90,120.6,76.4,127.4,110.4,79.5,50.0,26.3,wrist.b.stl,0
90,98.8,107.7,158.2,121.8,128.5,50.0,28.5,wrist.b.stl,0
90,174.6,12.2,33.8,57.3,170.3,-99.9,28.5,wrist.b.stl,1
90,41.1,101.7,21.2,48.7,49.7,50.0,27.3,wrist.b.stl,0
90,127.5,19.6,136.3,54.6,132,50.0,22.6,wrist.b.stl,0
90,66,76.8,22.6,19.2,97.5,50.0,22.5,wrist.b.stl,0
90,114.7,16.6,25.1,5.8,29.2,50.0,25.5,wrist.b.stl,0
90,40.1,124.3,11.7,123.7,73,50.0,22.1,wrist.b.stl,0
90,25.7,176.8,90.8,53,10,-31.0,25.4,wrist.b.stl,1
90,56.6,110.2,44.2,102.5,50.1,50.0,31.3,wrist.b.stl,0
90,8,74.4,64.2,44.3,95.2,50.0,20.2,wrist.b.stl,0
90,70.1,171,111.8,64.5,38.6,50.0,26.4,wrist.b.stl,0
90,119.7,165.6,112.9,149.3,123.2,50.0,21.0,wrist.b.stl,0
90,170.5,73.3,139.1,91.7,8.9,32.7,31.1,wrist.b.stl,0
90,2.4,76.5,118.8,155.4,5.9,50.0,24.9,wrist.b.stl,0
90,169.5,159.3,157.3,115.7,84,50.0,24.9,wrist.b.stl,0
90,144.7,37.1,52.6,31.1,179.6,30.9,26.6,wrist.b.stl,0
90,34.6,126.1,83.2,6,14.6,50.0,24.9,wrist.b.stl,0
90,167.3,134,98.3,37.7,1.1,50.0,23.2,wrist.b.stl,0
90,139.1,56.2,38.5,31,145.6,50.0,26.4,wrist.b.stl,0
90,111.7,115.4,166.6,160.5,122.5,50.0,22.9,wrist.b.stl,0
90,173,41.2,3.5,165.9,47.6,38.4,27.5,wrist.b.stl,0
90,175.2,40.3,50.1,163.7,146.3,1.6,26.9,wrist.b.stl,0
90,17.5,103.6,28.4,12.9,110.2,50.0,23.5,wrist.b.stl,0
90,14,84.9,110.6,169,165.8,50.0,28.3,wrist.b.stl,0
90,109.3,90.5,117.1,166.5,178.4,50.0,28.4,wrist.b.stl,0
90,6,174.5,144.6,13.5,144,-57.0,28.8,wrist.b.stl,1
90,119.3,163,82.4,90.6,150.7,50.0,34.6,wrist.b.stl,0
90,87.1,94.7,44,59.5,51.8,50.0,27.5,wrist.b.stl,0
90,8.2,104.9,151.7,138.7,44.4,50.0,26.3,wrist.b.stl,0
90,105.5,88.3,147,63.6,6.6,50.0,29.1,wrist.b.stl,0
90,159.7,120.7,32.7,37,71.7,50.0,22.9,wrist.b.stl,0
90,85.7,59.5,92.8,160.6,113.4,50.0,23.1,wrist.b.stl,0
90,66.5,154.9,125.2,106.9,93,50.0,27.2,wrist.b.stl,0
90,15.8,106.7,71.7,99.1,22.3,50.0,31.0,wrist.b.stl,0
90,141.5,92.2,149.6,37.2,168.9,50.0,25.4,wrist.b.stl,0
90,104.1,13.6,56.5,176.9,110.4,50.0,24.2,wrist.b.stl,0
90,75.6,164.8,65,134.5,26.3,50.0,23.4,wrist.b.stl,0
90,125.5,88.5,76.4,41.7,177.7,50.0,25.9,wrist.b.stl,0
90,22.3,36.6,67.9,23.6,168.4,50.0,27.0,wrist.b.stl,0
90,163.9,78.9,88.6,11.2,151.1,-8.6,28.4,wrist.b.stl,1
90,140.5,70.8,85.9,118.7,83.8,50.0,24.0,wrist.b.stl,0
90,49.2,53.5,93.1,179,88.2,50.0,24.0,wrist.b.stl,0
90,10,169,55.1,7.2,13,-90.6,24.9,wrist.b.stl,1
90,30.8,114.1,66.2,165.1,142.8,0.6,26.3,wrist.b.stl,0
90,57.8,177.5,120,3.1,83.4,50.0,24.1,wrist.b.stl,0
90,163.9,53.3,166.8,110.8,104.9,7.0,26.5,wrist.b.stl,0
90,65.8,172.2,77.5,114.2,114.7,50.0,27.0,wrist.b.stl,0
90,115.8,55.1,155.7,106.8,69.9,50.0,27.3,wrist.b.stl,0
90,58,20.5,109.8,140.9,76,50.0,22.4,wrist.b.stl,0
90,164.8,22.6,87.8,115.6,102.5,-35.2,24.8,wrist.b.stl,1
90,160.1,123.1,148.5,119.2,62,50.0,24.5,wrist.b.stl,0
90,49.1,63,73.5,148.8,128,50.0,21.6,wrist.b.stl,0
90,148.8,166.5,146.7,173.2,171,50.0,28.5,wrist.b.stl,0
90,57.8,70.6,103.5,124.3,83.6,50.0,22.1,wrist.b.stl,0
90,141.8,113.8,107.3,26.2,30.8,50.0,25.1,wrist.b.stl,0
90,56.4,173.2,13.7,172.8,85.9,50.0,-25.9,elbow.b.stl,1
90,78.5,152.4,149.7,24.1,146.1,50.0,27.3,wrist.b.stl,0
90,91.9,58.2,19.5,106.6,140.5,50.0,32.3,wrist.b.stl,0
90,159.4,174.9,22.2,71.4,8.8,50.0,30.2,wrist.b.stl,0
90,114.4,159.8,123.7,70,136.8,50.0,27.2,wrist.b.stl,0
90,179.4,0.2,149.1,58.7,134.5,-74.9,9.3,base.stl,1
90,42.7,36.3,145.7,138.1,146,50.0,26.3,wrist.b.stl,0
90,136.3,17.3,158.9,68,39.5,50.0,18.8,base.stl,0
90,102.2,62.3,127.8,125,153,50.0,26.8,wrist.b.stl,0
90,178.8,143.9,25.5,137.3,102,50.0,20.6,wrist.b.stl,0
90,101.4,60.7,28.9,31.1,10.4,50.0,21.8,wrist.b.stl,0
90,145,133.9,154.2,126.7,30.2,50.0,26.9,wrist.b.stl,0
90,132.5,100.4,19.6,162.9,162.4,50.0,28.2,wrist.b.stl,0
90,113,75.5,42.8,17.6,145.1,50.0,28.3,wrist.b.stl,0
90,174,2.5,86.3,19.1,75.3,-89.7,22.6,wrist.b.stl,1
90,104.5,77.2,3.1,177.8,166.6,50.0,12.9,elbow.b.stl,0
90,139,72.1,124.1,127.8,61.2,50.0,24.6,wrist.b.stl,0
90,7.1,112,170.7,134.6,41,50.0,26.4,wrist.b.stl,0
90,100,70.2,98.4,130.3,87.6,50.0,20.9,wrist.b.stl,0
90,164.2,124.6,63.4,110.2,82,50.0,26.5,wrist.b.stl,0
90,142.6,1.3,105.4,4.2,176.3,-34.2,-24.2,base.stl,1
90,91.4,50.2,19.9,61.5,114.1,50.0,24.3,wrist.b.stl,0
90,175.1,17,37.8,49.8,137.9,-113.1,24.0,wrist.b.stl,1
90,14.2,161,39.4,129.2,136.9,-51.8,27.3,wrist.b.stl,1
90,160.8,37.4,130.2,63.6,69.9,-10.4,30.9,wrist.b.stl,1
90,91.5,23.6,64.6,169.3,32.5,50.0,25.7,wrist.b.stl,0
90,56.7,145.3,45,29.7,34.3,50.0,25.5,wrist.b.stl,0
90,177.4,74.4,71.3,136.3,11.3,50.0,21.5,wrist.b.stl,0
90,30.5,129.6,57.5,126.3,4.1,12.2,22.7,wrist.b.stl,0
90,106.3,98,26.1,21.4,167.1,50.0,27.2,wrist.b.stl,0
90,90.9,9,26.7,121.1,85.8,50.0,23.5,wrist.b.stl,0
90,107.6,82.5,166.6,148.5,176.4,50.0,26.0,wrist.b.stl,0
90,169.1,131.2,9.5,179.8,85.2,50.0,-18.0,elbow.b.stl,1
90,11,178.5,102.7,82.6,3.6,-64.2,31.8,wrist.b.stl,1
90,77.1,33,129.4,1.4,95.9,50.0,23.8,wrist.b.stl,0
90,7.9,128.7,171.5,7.8,18.6,50.0,16.3,elbow.b.stl,0
90,92.8,176.8,74.1,110.8,137.1,50.0,31.4,wrist.b.stl,0
90,167,31.9,164.1,112.8,145,-46.4,30.2,wrist.b.stl,1
90,53.2,90,37.6,153.8,36.8,50.0,23.7,wrist.b.stl,0
90,98.7,75.2,8.9,74.2,141.2,50.0,29.1,wrist.b.stl,0
90,95.2,54.9,80.2,139.4,120.3,50.0,20.9,wrist.b.stl,0
90,20,95.6,35.8,176.1,133,-2.8,26.2,wrist.b.stl,1
90,14.6,44.7,14.1,66.6,148.1,50.0,28.0,wrist.b.stl,0
90,12,29.8,48.1,112.3,175.4,50.0,32.4,wrist.b.stl,0
90,148.1,36.2,127.8,100.1,88.5,45.4,29.2,wrist.b.stl,0
90,163.5,105.9,24.7,29.7,166,50.0,26.1,wrist.b.stl,0
90,14.4,24.8,117.6,40.4,148.7,50.0,26.1,wrist.b.stl,0
90,74.9,86.8,23.2,5.1,136.7,50.0,26.1,wrist.b.stl,0
90,13.3,115.2,96.8,93.3,53.9,50.0,33.2,wrist.b.stl,0
90,136.1,72.1,27.2,10.1,61.7,50.0,26.0,wrist.b.stl,0
90,109.4,39.7,133.6,19.6,85,50.0,22.4,wrist.b.stl,0
90,96.6,147.8,21.2,0.3,96.1,50.0,23.7,wrist.b.stl,0
90,27.1,102.9,5.9,88.3,70.3,50.0,31.4,wrist.b.stl,0
90,28.1,84.2,85.9,12.2,121.8,50.0,24.5,wrist.b.stl,0
90,164.5,110.4,112.9,134.7,168.5,50.0,25.7,wrist.b.stl,0
90,176.8,88.7,170.1,64.7,131,20.0,25.2,wrist.b.stl,0
90,168.6,2.9,165.7,159.3,37,-155.0,19.4,base.stl,1
90,73.7,22.1,134.5,139.9,158.6,50.0,25.7,wrist.b.stl,0
90,79.5,113.4,151.9,16.8,21.4,50.0,24.7,wrist.b.stl,0
90,147.2,79.6,144.5,0,20.7,33.7,-5.2,base.stl,1
90,66.3,71.6,150.1,91.8,165.2,50.0,34.0,wrist.b.stl,0
90,76.4,12.1,82.4,74,98.9,50.0,28.1,wrist.b.stl,0
90,115.2,10.6,111.2,23.8,77.7,22.4,1.2,base.stl,0
90,160.6,24.1,37.6,76.1,10.9,49.0,30.6,wrist.b.stl,0
90,51.5,13.9,85.9,103.2,134.9,50.0,33.0,wrist.b.stl,0
90,166.2,78.8,113,10.8,85.6,-41.9,23.6,wrist.b.stl,1
90,156.6,106.6,67.5,16.1,89.7,50.0,23.2,wrist.b.stl,0
90,165.4,13.3,95.6,76.7,136.7,-59.1,27.8,base.stl,1
90,27.2,30.8,128.9,122.4,93.2,50.0,22.4,wrist.b.stl,0
90,0.8,154,177.7,120.1,168,-29.9,29.3,wrist.b.stl,1
90,136.4,123.1,63.2,14.3,5.8,50.0,24.4,wrist.b.stl,0
90,81.1,82.7,69.5,5.4,35.9,50.0,26.2,wrist.b.stl,0
90,24.6,2.3,111.4,17.8,26.7,50.0,25.2,wrist.b.stl,0
90,17.8,137.6,159,21.4,110.8,50.0,22.5,wrist.b.stl,0
90,111.5,50.6,105.9,78,19.4,50.0,30.2,wrist.b.stl,0
90,172.5,122.2,171.7,27.2,142.9,25.1,27.1,wrist.b.stl,0
90,75.7,167.3,123.7,26.5,5.8,50.0,22.5,wrist.b.stl,0
90,22.6,128.3,1.9,86.1,99.5,32.7,30.1,wrist.b.stl,0
90,146.2,80.4,1,39.4,8.6,50.0,21.9,wrist.b.stl,0
90,176.6,114.9,0.3,6.9,40.6,50.0,27.1,wrist.b.stl,0
90,140.2,71.8,91,157.1,160.4,50.0,27.8,wrist.b.stl,0
90,77,136.8,42.2,31.5,175.7,50.0,26.3,wrist.b.stl,0
90,114.9,118.3,158,4.9,51.5,50.0,28.8,wrist.b.stl,0
90,129.5,81.8,169.7,81.1,22.9,50.0,30.5,wrist.b.stl,0
90,163.3,0.9,136.6,1.5,83.4,-62.3,-36.5,base.stl,1
90,37,171.3,71.4,5.6,139.8,4.4,26.7,wrist.b.stl,0
90,57,115.1,72.9,78.9,47.5,50.0,31.8,wrist.b.stl,0
90,141.9,83.5,7.1,170.1,89.4,50.0,24.2,wrist.b.stl,0
90,87.5,62.4,114.3,72.3,134.9,50.0,27.8,wrist.b.stl,0
90,157.8,88.2,117.5,53.2,112.6,50.0,22.7,wrist.b.stl,0
90,114.3,92.2,28.8,130.6,57.5,50.0,26.5,wrist.b.stl,0
90,69.9,153.3,122.6,14.9,101.8,50.0,23.1,wrist.b.stl,0
90,15.6,116.2,71,146.3,140.4,-44.1,25.5,wrist.b.stl,1
90,179.9,53.9,31.5,33.4,107.8,-61.2,20.3,wrist.b.stl,1
90,60.2,163.2,14.3,137.7,88.1,50.0,20.1,wrist.b.stl,0
90,114.7,105.8,95.4,125.7,98.2,50.0,21.5,wrist.b.stl,0
90,166,99.3,165.5,145.1,152.6,50.0,26.6,wrist.b.stl,0
90,161.5,36.5,61.7,161.9,26.9,42.4,24.3,wrist.b.stl,0
90,88.2,18.9,27.5,106,71.3,50.0,27.5,wrist.b.stl,0
90,76.3,91.5,118.9,89.9,61.5,50.0,32.5,wrist.b.stl,0
90,34.7,83.6,67.6,146.8,2.8,50.0,24.3,wrist.b.stl,0
90,102.7,111.3,177.8,159.4,93.2,50.0,22.9,wrist.b.stl,0
90,51.9,1.8,43.3,152.5,175.2,50.0,26.5,wrist.b.stl,0
90,126.2,108.7,109.1,117,0.3,50.0,25.2,wrist.b.stl,0
90,66.6,59.3,176,0.1,132.5,50.0,-10.2,elbow.b.stl,1
90,73,11.7,65,23,6.7,50.0,23.1,wrist.b.stl,0
90,123,4.4,2.2,76.7,23.5,50.0,29.8,wrist.b.stl,0
90,80.3,65.9,18.4,115.1,116.9,50.0,27.2,wrist.b.stl,0
90,116,155.6,1.2,5,94.2,50.0,23.9,wrist.b.stl,0
90,83.9,178.3,64.4,70,150.4,50.0,29.4,wrist.b.stl,0
90,112.2,12.8,10.4,95.1,71.4,50.0,30.2,wrist.b.stl,0
90,132.4,113.1,0.1,3,151.1,50.0,28.5,wrist.b.stl,0
90,29.6,102.5,169.3,174,152,50.0,28.8,wrist.b.stl,0
90,160,162.9,13.8,154.3,74.8,50.0,3.0,elbow.b.stl,0
90,7.7,96,21,14.2,84.2,25.3,23.2,wrist.b.stl,0
90,56.7,158.6,56.8,148.1,0.9,22.2,24.9,wrist.b.stl,0
90,170.9,9.8,47.3,4.5,172.7,-165.6,28.1,wrist.b.stl,1
90,9.3,62.8,119.5,58,1.3,50.0,29.0,wrist.b.stl,0
90,43.3,128.6,68.1,147.7,133,40.5,22.8,wrist.b.stl,0
90,105.5,17,176.8,93.7,46.8,50.0,34.7,wrist.b.stl,0
90,108.4,127.2,84.2,115.5,19.4,50.0,27.6,wrist.b.stl,0
90,157.3,122.5,139.1,20.5,93.5,50.0,22.6,wrist.b.stl,0
