J1,J2,J3,J4,J5,J6,floor_clear_mm,self_clear_mm,self_target,collision
90,156.3,67,128.4,59.5,164.3,38.7,29.8,wrist.b.stl,0
90,164.6,71,67.6,42.7,134.3,38.9,23.9,wrist.b.stl,0
90,145.1,33.8,98.9,167.7,3.2,50.0,26.0,wrist.b.stl,0
90,148.5,27,100.1,92.9,11.2,46.5,31.0,wrist.b.stl,0
90,17.8,98.8,36.3,140.2,108.6,16.1,20.2,wrist.b.stl,0
90,36.9,173.5,170.2,147.7,73.2,17.4,24.3,wrist.b.stl,0
90,166.2,101.3,116.3,41.5,6.2,50.0,22.8,wrist.b.stl,0
90,177.8,88.7,157.9,143.2,32.7,13.0,23.1,wrist.b.stl,0
90,140.7,13.2,157.4,74.3,140.3,29.2,20.6,base.stl,0
90,141.8,17.5,102.9,151.3,159.2,27.6,27.2,wrist.b.stl,0
90,141.3,78.8,169.7,11.2,54,50.0,16.7,base.stl,0
90,116.3,5.3,157.9,41.7,105.5,50.0,20.4,base.stl,0
90,3.8,116.1,116.8,111.7,118,17.1,28.3,wrist.b.stl,0
90,148.8,5.9,51.5,179.8,169.5,35.9,28.2,wrist.b.stl,0
90,12.8,142.9,129.4,3.1,5.2,35.1,25.4,wrist.b.stl,0
90,169.1,140.2,18.5,173.1,173.9,50.0,11.5,elbow.b.stl,0
90,167,107.9,121.2,2.7,81.7,20.6,24.2,wrist.b.stl,0
90,175.9,61.2,56.2,103.7,26.2,50.0,31.1,wrist.b.stl,0
90,112.3,153.8,21.4,158.4,95.8,50.0,18.2,elbow.b.stl,0
90,34.5,123.3,92.6,152.6,123,31.2,21.5,wrist.b.stl,0
90,5.3,145.9,169.3,86.8,56.2,23.8,34.2,wrist.b.stl,0
90,179,50,33.5,83.2,162.4,31.1,34.1,wrist.b.stl,0
90,150.6,7.2,70.6,83,145.7,7.9,32.5,wrist.b.stl,0
90,8.5,124.6,106.6,74.8,123.9,43.5,28.2,wrist.b.stl,0
90,140.3,18.6,24.2,10.5,7.3,28.6,24.8,wrist.b.stl,0
90,144,12.8,96.1,106.2,124.5,26.6,30.5,wrist.b.stl,0
90,57.4,20.2,143.2,13.1,39.3,50.0,25.4,elbow.b.stl,0
90,46.3,157.1,80.4,117.8,18.6,37.1,26.8,wrist.b.stl,0
90,83.9,135.8,20.8,174.4,46.5,50.0,24.5,elbow.b.stl,0
90,53.7,27.6,151.9,8.5,33,50.0,6.6,elbow.b.stl,0
90,172.6,71.8,103,166.1,172.7,34.5,28.2,wrist.b.stl,0
90,54.7,1.8,178.1,39.6,132.8,50.0,12.5,elbow.b.stl,0
90,66.2,156,53.6,170,127.3,40.2,24.7,wrist.b.stl,0
90,27.9,101.6,31.1,163.4,78.2,26.8,24.9,wrist.b.stl,0
90,95.5,33.1,8.6,179.7,172.7,50.0,14.6,elbow.b.stl,0
90,58.4,155.2,93.1,171.6,133.8,25.8,25.8,wrist.b.stl,0
90,48.1,164.8,11.4,44.2,148.8,38.3,26.7,wrist.b.stl,0
90,159.3,18.6,52.4,132.2,179,14.7,26.6,wrist.b.stl,0
90,13.7,137.1,104.6,69,33.7,25.3,27.7,wrist.b.stl,0
90,14.5,71,5,171.5,64.1,40.7,26.8,wrist.b.stl,0
90,27.8,142.7,91.6,17.4,23.8,50.0,24.9,wrist.b.stl,0
90,176.5,105.2,111.5,49.4,97.7,34.3,20.9,wrist.b.stl,0
90,35.1,147.5,42.5,128.4,96.7,33.1,21.2,wrist.b.stl,0
90,49.8,161.3,89.3,139.7,53.1,5.1,26.2,wrist.b.stl,0
90,26.7,138,40,82.1,89,34.7,29.9,wrist.b.stl,0
90,36.8,148.9,46.3,37.8,122.9,40.9,21.6,wrist.b.stl,0
90,147.2,66.4,96,15.8,29.9,32.2,25.8,wrist.b.stl,0
90,155.9,4.8,10,72.9,162.9,48.6,32.9,wrist.b.stl,0
90,80.3,177.8,97.8,175.9,167.3,44.3,28.3,wrist.b.stl,0
90,15.3,129.1,137.3,144.3,128.7,-3.5,22.1,wrist.b.stl,1
90,16.9,165.9,153.5,54,114.8,26.6,22.6,wrist.b.stl,0
90,38.9,164.1,92.1,116.4,61.7,10.4,25.0,wrist.b.stl,0
90,167.4,55.3,90,115.7,98.8,35.1,24.5,wrist.b.stl,0
90,176.6,138,7.5,166.9,134.4,50.0,-2.5,elbow.b.stl,1
90,178.1,67.9,86.5,88.7,126.7,35.5,30.9,wrist.b.stl,0
90,179.7,59.5,34.1,84.4,78.4,42.9,30.8,wrist.b.stl,0
90,33.4,123.4,33.7,159.7,65.2,27.5,27.4,wrist.b.stl,0
90,151,46.6,175,50.6,174.2,47.5,9.1,base.stl,0
90,168.3,62.6,136.3,80.7,51,14.5,32.9,wrist.b.stl,0
90,100.3,131.3,16.6,165.1,126.4,50.0,22.9,elbow.b.stl,0
90,119,16,86.5,23.1,14.7,25.4,23.3,wrist.b.stl,0
90,67.7,158.2,95.2,176.1,172,50.0,28.5,wrist.b.stl,0
90,38.8,167.6,99.7,13.5,157.3,40.1,27.9,wrist.b.stl,0
90,19.6,123.2,62.4,49.8,160.1,36.7,27.0,wrist.b.stl,0
90,23.6,157.8,172.1,141.8,80.5,15.3,21.5,wrist.b.stl,0
90,49.6,126.6,45.1,172.9,98,45.5,24.4,wrist.b.stl,0
90,16.6,114.4,37.2,54.4,125.7,32.0,22.0,wrist.b.stl,0
90,165.9,55,20.9,10.1,87.1,37.9,23.6,wrist.b.stl,0
90,29.6,119.1,37.3,147.5,138.3,18.2,24.5,wrist.b.stl,0
90,90.7,168,3.1,154.1,159,50.0,9.7,elbow.b.stl,0
90,9.8,92.7,29.4,42.4,15.3,45.3,21.6,wrist.b.stl,0
90,1.8,96.1,135.5,155.2,22.1,31.2,23.3,wrist.b.stl,0
90,64.8,32.9,173.3,24.7,66,50.0,8.3,elbow.b.stl,0
90,115.7,12.4,142.2,34.3,144.6,50.0,16.0,base.stl,0
90,128.3,0.7,167.7,177.2,178.2,4.7,13.9,base.stl,0
90,9.6,0.5,145.1,33.9,41,50.0,26.2,wrist.b.stl,0
90,26.3,152.5,153.5,149.3,73.3,-5.8,24.5,wrist.b.stl,1
90,164,57.8,112.8,167.5,144.6,23.6,27.2,wrist.b.stl,0
90,176.3,43,23.8,110.9,41.8,30.4,31.7,wrist.b.stl,0
90,125.9,157.3,12.9,163,4.8,50.0,8.7,elbow.b.stl,0
90,121.3,178.6,42.2,169.6,146.3,50.0,-0.4,elbow.b.stl,1
90,69.6,145.5,41.1,178.3,146.9,50.0,28.7,wrist.b.stl,0
90,65.8,58.6,174.7,6.9,45.6,50.0,-3.8,elbow.b.stl,1
90,152.5,39.4,152.4,166.4,113.3,26.5,23.8,wrist.b.stl,0
90,44.4,171.7,23.3,94.5,169.1,32.1,34.0,wrist.b.stl,0
90,13.1,112.6,85.7,117.9,71.5,14.6,23.6,wrist.b.stl,0
90,135.2,1.4,135.1,122.9,111.3,27.1,23.7,wrist.b.stl,0
90,37.1,143.7,136.7,164.1,28.3,40.7,24.7,wrist.b.stl,0
90,24.5,93.2,50.9,156.8,176.8,20.3,27.1,wrist.b.stl,0
90,33.8,152.6,27.3,119.5,55.5,31.4,26.2,wrist.b.stl,0
90,169.6,99.8,90.3,13.4,128.8,34.3,25.5,wrist.b.stl,0
90,16.6,80.7,18.8,143.1,162,34.0,25.8,wrist.b.stl,0
90,3.3,92,7.2,26,145.1,20.6,27.2,wrist.b.stl,0
90,127.4,4.5,136.3,157.6,16.1,48.5,24.0,wrist.b.stl,0
90,7.9,84.8,7,120.7,7.6,31.7,24.4,wrist.b.stl,0
90,156.8,39.4,69.8,69.9,79.3,40.1,29.7,wrist.b.stl,0
90,12.9,123.2,72.6,51.7,68.8,14.3,28.0,wrist.b.stl,0
90,12.3,143.6,115.2,54.8,128.3,7.2,22.2,wrist.b.stl,0
90,7,96.2,84.7,125.8,70.1,9.7,22.2,wrist.b.stl,0
90,27.5,143.8,72.3,60.6,28.3,31.3,25.2,wrist.b.stl,0
90,63.1,43.9,160.5,11.1,131,50.0,25.8,wrist.b.stl,0
90,19.6,120.3,115.3,124.1,41.4,48.4,28.3,wrist.b.stl,0
90,3.1,151.1,179,23.2,22.2,10.5,24.0,wrist.b.stl,0
90,119.3,47.3,134,0.9,136.3,50.0,-1.4,base.stl,1
90,23.4,121.4,32.2,42.1,49.1,42.3,26.0,wrist.b.stl,0
90,177,55.5,60.1,93.8,156.6,43.2,34.0,wrist.b.stl,0
90,177.8,56.3,33.3,144.9,36.7,45.0,23.8,wrist.b.stl,0
90,6.2,120.4,83.5,75,47.3,12.3,30.6,wrist.b.stl,0
90,7,103.1,32.7,96.2,32.4,11.1,32.4,wrist.b.stl,0
90,152.2,54.8,159.7,52,66.2,50.0,24.6,base.stl,0
90,29.5,162.9,135.9,109.8,85,35.2,26.6,wrist.b.stl,0
90,46.4,176.7,46.2,91.8,102.3,32.3,30.1,wrist.b.stl,0
90,149.1,3,56.9,131.1,100,14.8,20.7,wrist.b.stl,0
90,161.4,62.2,140.6,130.6,94.6,32.1,21.4,wrist.b.stl,0
90,12.5,112.4,40.3,78.9,121.2,28.3,29.1,wrist.b.stl,0
90,161.1,59.2,179.4,106.1,138.2,29.1,32.6,wrist.b.stl,0
90,2.8,122.4,122.5,0.6,132.7,34.5,24.7,wrist.b.stl,0
90,97.9,140.3,20.1,167.8,78.9,50.0,4.8,elbow.b.stl,0
90,21.2,179.4,174.3,38.7,135,41.7,24.8,wrist.b.stl,0
90,155,5,37.8,147.5,100.2,19.5,20.7,wrist.b.stl,0
90,148.3,20.3,94.1,85.4,134.8,27.6,31.2,wrist.b.stl,0
90,35.6,114.3,74.9,152.9,53.9,37.4,28.2,wrist.b.stl,0
90,170.7,34.5,13.4,179.9,59.4,38.0,25.8,wrist.b.stl,0
90,15.4,97.2,61.8,124.5,82.2,35.4,21.9,wrist.b.stl,0
90,179.5,67.8,79.1,81.6,33.4,38.0,30.9,wrist.b.stl,0
90,160.9,71.1,62.6,14.8,62.2,35.3,25.1,wrist.b.stl,0
90,17.7,114.3,27,40.8,51.4,33.4,25.9,wrist.b.stl,0
90,172.1,79.3,145,176.4,57.1,19.2,27.1,wrist.b.stl,0
90,0.7,82.6,25.4,46.6,165.5,27.1,26.1,wrist.b.stl,0
90,16.3,157,143.7,16,45.2,29.8,28.8,wrist.b.stl,0
90,108.9,11.2,175.8,28.7,152.2,50.0,11.6,elbow.b.stl,0
90,168.3,21.3,0.5,90.9,42,30.1,33.4,wrist.b.stl,0
90,139.5,1.2,74.7,172.5,152.1,26.8,29.0,wrist.b.stl,0
90,12.7,149.5,136.7,86,177.6,44.0,34.2,wrist.b.stl,0
90,147.6,47,68.7,33.8,118.7,27.2,21.5,wrist.b.stl,0
90,160.2,7.5,18.8,167,74.3,33.9,25.5,wrist.b.stl,0
90,36.4,132.5,30.8,153.6,96,44.6,21.7,wrist.b.stl,0
90,38.9,39.4,165.7,15.2,106,50.0,14.4,elbow.b.stl,0
90,3.2,101.1,68.6,74.4,12.6,37.1,30.2,wrist.b.stl,0
90,31.2,123.2,13.6,155.8,1.3,50.0,25.8,wrist.b.stl,0
90,5.1,72.8,57,125,44.4,37.8,28.3,wrist.b.stl,0
90,47.4,177.5,69.9,30.5,44.8,28.0,26.6,wrist.b.stl,0
90,57.3,150.8,65.1,154.1,34.6,28.6,23.5,wrist.b.stl,0
90,168.1,23.1,24.4,132.9,87.8,28.3,20.4,wrist.b.stl,0
90,59.3,171,79.6,133.6,119.4,32.2,22.1,wrist.b.stl,0
90,29.9,125.5,103.1,136.5,55.9,36.2,26.9,wrist.b.stl,0
90,170.7,54.3,12,7.9,55.9,28.1,27.7,wrist.b.stl,0
90,12.3,134.9,133.8,106.9,85.4,37.9,27.5,wrist.b.stl,0
90,135.3,7.8,133.6,120.8,102.2,35.7,23.1,wrist.b.stl,0
90,41.7,157.3,82.5,111.9,14.4,33.7,27.8,wrist.b.stl,0
90,17.8,131.3,97.2,107.7,175.3,31.6,33.2,wrist.b.stl,0
90,26,63.7,6.8,166.8,166.9,50.0,18.7,elbow.b.stl,0
90,174,86.8,169.7,148.9,35.7,26.7,23.3,wrist.b.stl,0
90,29.5,145.3,74.9,31.6,126.2,30.8,23.5,wrist.b.stl,0
90,167.6,12.3,7.9,104.2,42,25.1,32.9,wrist.b.stl,0
90,177.8,56.3,55,141.1,89.9,27.1,20.1,wrist.b.stl,0
90,51.4,10.9,148.8,17.1,176.1,50.0,20.7,elbow.b.stl,0
90,87,10.6,158.6,25.9,144.1,50.0,24.6,elbow.b.stl,0
90,0.5,96,79.6,45.5,23.5,40.8,21.7,wrist.b.stl,0
90,175,145.4,149.8,5.9,85.5,43.5,23.9,wrist.b.stl,0
90,41.9,159,6.6,58.3,87.1,39.2,25.3,wrist.b.stl,0
90,175.7,45.1,26.9,174.9,31.5,35.6,26.2,wrist.b.stl,0
90,5,94.2,27.7,63.5,132.9,26.1,24.8,wrist.b.stl,0
90,160.3,67.7,63.9,23.6,90.1,29.4,22.1,wrist.b.stl,0
90,134.7,12.6,164.4,61.7,168.4,44.2,16.1,base.stl,0
90,156.7,16,3.6,48.6,133,29.0,22.6,wrist.b.stl,0
90,146.3,36.4,69.8,50.4,51.4,30.4,27.6,wrist.b.stl,0
90,50.9,164.5,1.1,19.7,29.1,29.4,25.5,wrist.b.stl,0
90,89.8,150.8,7.8,155.7,152.1,50.0,19.1,elbow.b.stl,0
90,1.8,140.3,179.3,98.8,75,18.1,29.2,wrist.b.stl,0
90,47.5,134.4,56.5,153.6,37.2,29.9,23.7,wrist.b.stl,0
90,78,35.5,152.1,3.8,157.8,50.0,13.7,elbow.b.stl,0
90,179.5,47.5,25.9,131.3,19.9,25.3,22.9,wrist.b.stl,0
90,155.5,46.4,170,81.2,87.1,31.4,29.2,base.stl,0
90,120.7,7.9,128.2,44,22,43.3,7.0,base.stl,0
90,144.5,27.5,175.3,65.3,27.8,36.7,17.0,base.stl,0
90,176.4,46.3,8.4,157.9,19.2,33.4,23.8,wrist.b.stl,0
90,179.5,57.9,56.6,175,105,25.5,24.3,wrist.b.stl,0
90,147.4,21.3,17.7,27.8,106.3,31.5,21.1,wrist.b.stl,0
90,57.2,150.5,32.8,170.4,65.3,50.0,10.1,base.stl,0
90,51.1,142.8,79.6,149.1,67.8,37.0,26.0,wrist.b.stl,0
90,144.6,44.9,167,43.8,174.6,50.0,7.1,base.stl,0
90,155.7,49.4,148.3,109,80.3,35.5,26.7,wrist.b.stl,0
90,14.6,61.8,16.9,163.8,137.2,30.3,25.0,wrist.b.stl,0
90,2.6,84.4,31.5,98.8,21.8,33.1,31.0,wrist.b.stl,0
90,135.5,57.3,152.1,16.6,46.8,50.0,20.2,base.stl,0
90,121.2,112,7.1,173.9,57.1,50.0,18.9,elbow.b.stl,0
90,109.6,28.5,133.1,16.9,131.3,50.0,14.3,base.stl,0
90,127.1,165.4,12.8,149.7,61.1,50.0,10.7,elbow.b.stl,0
90,173,29.3,29.4,163.6,172.3,13.0,27.9,wrist.b.stl,0
90,175.5,93.1,175.7,66.5,140.2,30.3,26.4,wrist.b.stl,0
90,177.5,48.9,7.9,157.8,26.8,33.3,23.7,wrist.b.stl,0
90,165,40.9,59.2,70.9,92.2,21.6,27.9,wrist.b.stl,0
90,7.6,91.6,16.1,103.6,4.6,27.5,29.2,wrist.b.stl,0
90,7.5,142.9,160.5,59.3,7.6,35.5,27.8,wrist.b.stl,0
90,25,173.4,148.6,37.8,140.1,33.0,26.7,wrist.b.stl,0
90,93,28.4,175.9,24.1,129.5,50.0,8.2,elbow.b.stl,0
90,175.4,147.7,13.5,156.7,54.9,50.0,17.2,elbow.b.stl,0
90,102,89.4,7.9,175.2,148.1,50.0,24.5,elbow.b.stl,0
90,159.6,87.7,94.8,11.2,54.2,37.3,27.6,wrist.b.stl,0
90,37,173.1,109.9,19,165.5,29.9,27.4,wrist.b.stl,0
90,178.3,54.3,5.3,48.4,22.9,39.0,22.1,wrist.b.stl,0
90,117.4,18.4,75.4,10.1,155.8,39.7,28.2,wrist.b.stl,0
90,159.9,40.1,46.8,59.8,28.8,34.6,24.9,wrist.b.stl,0
90,164.2,58.1,39.1,30,88.9,32.3,20.9,wrist.b.stl,0
90,156.7,2.8,14.6,70.7,138.8,23.1,27.7,wrist.b.stl,0
90,7.5,92.7,16.8,11.8,168.5,30.9,28.0,wrist.b.stl,0
90,7.5,96.3,46.4,8.2,84.3,35.0,23.8,wrist.b.stl,0
90,161.7,4.8,8.4,126,118.7,36.6,24.4,wrist.b.stl,0
90,171.1,79.6,74.3,51.2,62.3,40.2,27.3,wrist.b.stl,0
90,23.6,154,119,8.9,133.5,38.3,26.0,wrist.b.stl,0
90,155.4,39.9,34.4,36.8,159,30.8,25.5,wrist.b.stl,0
90,5.2,32,17.3,165.3,54.5,39.0,29.1,wrist.b.stl,0
90,59.9,126.9,16.9,175.2,144.4,50.0,11.5,elbow.b.stl,0
90,166.1,67.8,125.4,167.8,148.9,29.5,28.4,wrist.b.stl,0
90,101.4,19.5,137.4,17.1,3.4,50.0,24.1,wrist.b.stl,0
90,148.6,8.3,59.1,171.7,151.1,27.9,29.1,wrist.b.stl,0
90,20.1,82.2,54.6,146.5,12,40.5,22.6,wrist.b.stl,0
90,108.9,48.5,163.5,7.8,73.3,50.0,22.6,elbow.b.stl,0
90,34.6,112.5,60.8,147.7,105.8,37.6,21.3,wrist.b.stl,0
90,50.3,160.1,67.2,123.9,36.6,34.7,28.1,wrist.b.stl,0
90,17.6,134.4,103,28.3,22.9,40.0,23.4,wrist.b.stl,0
90,47.3,178.3,63.9,43.6,102.5,28.2,20.9,wrist.b.stl,0
90,152.1,42.8,133.2,161.3,72.1,27.6,25.9,wrist.b.stl,0
90,2.9,43.7,43.7,169.2,168.6,31.2,28.3,wrist.b.stl,0
90,69.2,163.2,65,176.2,165.6,28.1,28.3,wrist.b.stl,0
90,83.8,11.4,157.7,25.9,124.2,50.0,20.6,elbow.b.stl,0
90,174.6,35.6,34.8,96.3,106,27.9,29.6,wrist.b.stl,0
90,25.5,143.1,82.4,43.5,175.9,27.7,25.6,wrist.b.stl,0
90,174,86.6,171.5,78.2,96.4,30.2,29.0,wrist.b.stl,0
90,46.4,150,0.1,153.2,16.2,50.0,19.9,elbow.b.stl,0
90,164.6,56,84,67.7,66.3,26.3,32.5,wrist.b.stl,0
90,62.3,150,39,175.4,96.5,50.0,24.4,wrist.b.stl,0
90,150.9,15.1,20.1,51,117.7,24.8,21.4,wrist.b.stl,0
90,39.7,43,165.8,12.2,112.7,50.0,14.7,elbow.b.stl,0
90,170.3,40.1,62.5,85.1,74.8,23.6,31.2,wrist.b.stl,0
90,32.9,143.5,11.2,48.9,98,37.8,20.8,wrist.b.stl,0
90,30.5,13.7,167.1,27,152.7,50.0,21.4,elbow.b.stl,0
90,61.7,4.6,165.5,33.3,30.7,50.0,24.1,wrist.b.stl,0
90,54.6,150.7,36,169.7,38.4,50.0,14.5,base.stl,0
90,10.4,62.2,36,146.3,117.9,37.5,20.5,wrist.b.stl,0
90,131.5,0.4,170,165.3,38.6,-16.9,2.3,base.stl,1
90,149.6,32.4,173.6,102.1,175.1,19.7,31.3,base.stl,0
90,69.1,164.4,83.1,172.1,157.9,29.1,28.6,wrist.b.stl,0
90,34.8,155,31.2,111.5,130.9,29.0,31.3,wrist.b.stl,0
90,28.8,32.1,6.8,173,157.5,50.0,12.4,elbow.b.stl,0
90,17.7,102.6,88.8,139.7,145.8,28.4,26.5,wrist.b.stl,0
90,62.7,33.3,151.7,9.6,54.7,50.0,26.1,elbow.b.stl,0
90,7.4,110.4,75.2,100.3,107.3,31.0,29.1,wrist.b.stl,0
90,176.1,39.3,15.7,118.1,85.3,25.6,24.2,wrist.b.stl,0
90,20.9,121,20.1,39.4,115.6,37.1,20.2,wrist.b.stl,0
90,145.1,4.4,63.6,173.1,149.3,26.4,29.1,wrist.b.stl,0
90,43.2,116.1,12.7,174.6,96.2,50.0,19.8,elbow.b.stl,0
90,23.9,74.4,28.6,175.5,158.3,38.3,28.4,wrist.b.stl,0
90,11.3,147.2,143.1,0.9,159.8,33.5,28.2,wrist.b.stl,0
90,148.2,3.9,53.8,178.9,48.8,28.5,28.1,wrist.b.stl,0
90,159.7,45.8,102.9,113.1,133.8,31.1,31.1,wrist.b.stl,0
90,7,92,37.3,16.4,98.4,36.1,23.0,wrist.b.stl,0
90,9.4,139.7,178,10.9,28.6,46.2,6.1,elbow.b.stl,0
90,160.5,63.2,57.9,28.1,54.5,29.4,27.2,wrist.b.stl,0
90,171.9,110.6,10.1,179.4,53.5,50.0,26.9,wrist.b.stl,0
90,45.7,113.3,1.5,170.1,11.6,50.0,3.3,elbow.b.stl,0
90,0.7,108.9,109,64.2,41.6,50.0,26.6,wrist.b.stl,0
90,135.8,7.8,87,67.7,74.8,28.8,30.3,wrist.b.stl,0
90,151.6,41.1,175.5,117.1,91.7,29.7,23.9,wrist.b.stl,0
90,71.2,160,37.8,170,108.4,50.0,11.0,elbow.b.stl,0
90,45.3,167.2,23,15.8,33.2,34.2,26.3,wrist.b.stl,0
90,79.7,31,2,162.6,178.4,50.0,20.9,elbow.b.stl,0
90,28.6,143.4,45.3,65.6,173.6,27.4,30.5,wrist.b.stl,0
90,117.3,44.4,178,14.3,145.9,50.0,2.5,elbow.b.stl,0
90,129.7,19.1,145.3,46.3,128.9,50.0,9.2,base.stl,0
90,178.3,84.3,39.5,10.3,173.8,34.8,28.3,wrist.b.stl,0
90,140.1,20.1,149.4,140.1,154.3,41.6,26.1,wrist.b.stl,0
90,12.1,67.7,35.2,144.4,172.1,32.6,25.5,wrist.b.stl,0
90,170,94.2,157.8,53.6,29.5,34.1,23.1,wrist.b.stl,0
90,63.4,170.3,111.1,172.2,58.1,21.8,27.8,wrist.b.stl,0
90,41.6,173.6,98.1,13.5,111.3,34.1,23.5,wrist.b.stl,0
90,26.8,125.6,6.8,8.6,44.2,50.0,27.9,wrist.b.stl,0
90,34.6,45.5,176.8,19.7,128.5,50.0,14.3,elbow.b.stl,0
90,52.2,44.7,175.8,21,130.7,50.0,19.0,elbow.b.stl,0
90,26.2,168,129.1,63.7,159.4,31.0,31.4,wrist.b.stl,0
90,135.8,24.2,161.8,46.4,14.4,50.0,9.9,base.stl,0
90,50.9,172.4,146.6,156.8,179.2,35.1,27.2,wrist.b.stl,0
90,26.1,144.4,140.4,128.2,14,38.9,22.8,wrist.b.stl,0
90,130,0.1,158.8,138.2,78,23.7,17.5,base.stl,0
90,109,162.8,31.8,162.2,123.5,50.0,18.1,elbow.b.stl,0
90,55.6,131.8,25.4,178.3,134.9,50.0,26.7,wrist.b.stl,0
90,173.6,58,73.9,120.4,5.9,31.5,24.3,wrist.b.stl,0
90,50.7,148.4,108.4,174.9,176.6,35.1,28.8,wrist.b.stl,0
90,165.4,65.6,162.4,90.4,146.5,25.0,34.4,wrist.b.stl,0
90,39,150.4,7.3,47.4,70.2,45.0,26.7,wrist.b.stl,0
90,125.9,171.8,2.4,141.7,57,50.0,15.4,elbow.b.stl,0
90,42.4,101.7,8.9,169.8,159,50.0,24.9,elbow.b.stl,0
90,122.8,30.9,104.4,20.7,178.8,30.6,28.4,wrist.b.stl,0
90,29.6,142.1,41.4,5.9,137.8,25.6,26.4,wrist.b.stl,0
90,177.6,47.3,14.8,152.7,94.6,30.9,21.7,wrist.b.stl,0
90,24.2,169.1,137.4,66.7,6.4,33.0,29.8,wrist.b.stl,0
90,8.7,138.2,151.1,95.5,26.3,46.8,31.6,wrist.b.stl,0
90,18.3,118,35.4,76.4,16.9,38.4,30.1,wrist.b.stl,0
90,19.4,16,145.6,9.6,48.7,50.0,3.2,elbow.b.stl,0
90,174.7,44.4,42.3,158.8,64.3,26.8,27.6,wrist.b.stl,0
90,157.4,80.9,133.6,41.3,136.3,27.2,24.8,wrist.b.stl,0
90,160.5,47.9,98.4,110.2,19.8,40.1,29.0,wrist.b.stl,0
90,45.9,128.6,41.3,172.8,70.3,38.0,25.6,wrist.b.stl,0
90,29.2,120.4,38.5,132.8,20.5,25.6,22.6,wrist.b.stl,0
90,57.4,20.5,176.1,31.7,27.6,50.0,23.7,wrist.b.stl,0
90,43.1,149.8,89,124.1,9.3,33.8,23.5,wrist.b.stl,0
90,38.2,157.1,38.4,50.7,23.5,38.0,22.5,wrist.b.stl,0
90,161.6,65.1,165.6,67,177.5,28.2,30.7,wrist.b.stl,0
90,178.6,90.8,142.7,169.1,133.2,17.5,25.3,wrist.b.stl,0
90,1,117.3,121.2,38.1,83.5,34.4,20.4,wrist.b.stl,0
90,179.3,57.7,65.6,171,156.3,11.8,28.7,wrist.b.stl,0
90,47.3,160,3.6,24.9,171.7,32.3,27.2,wrist.b.stl,0
90,136.5,14.2,170,138.8,179,11.0,25.1,base.stl,0
90,124.6,7.9,58.8,40.7,33.2,37.8,23.5,wrist.b.stl,0
90,167.4,35.4,50.4,162.2,120,26.1,23.2,wrist.b.stl,0
90,44.1,147.4,7.7,150.8,115.7,50.0,14.3,elbow.b.stl,0
90,59,149.6,65.2,173.3,101,28.4,24.6,wrist.b.stl,0
90,100.5,163.5,31.4,163.8,26.7,50.0,14.2,elbow.b.stl,0
90,32.8,15.6,172.6,30.6,26.1,50.0,23.0,elbow.b.stl,0
90,132.7,5.8,160.4,140.7,157.3,18.7,26.0,wrist.b.stl,0
90,148,32.7,170.2,132.8,29.8,12.9,24.9,wrist.b.stl,0
90,151.9,32.8,105.7,78.8,165.5,24.0,33.5,wrist.b.stl,0
90,30.1,135.9,30.2,126,26.3,27.6,26.1,wrist.b.stl,0
90,176,85.7,153,127.1,152.8,18.0,26.4,wrist.b.stl,0
90,129.9,7,111.5,65.7,77.5,40.6,29.3,wrist.b.stl,0
90,79,11.7,119.5,0.8,33.4,50.0,23.9,base.stl,0
90,130.1,0.9,13.4,8.8,24.2,41.6,25.2,wrist.b.stl,0
90,134.8,169.2,23.3,153.7,52.4,50.0,19.4,elbow.b.stl,0
90,3.4,83.5,71.7,122.4,124.9,30.1,27.3,wrist.b.stl,0
90,134.2,5.5,172.7,59.3,32.3,34.7,21.1,base.stl,0
90,66.7,126.1,22.3,179.1,91.6,50.0,24.1,wrist.b.stl,0
90,36.8,87.5,8.9,175.6,129.9,50.0,25.7,wrist.b.stl,0
90,36.4,134.8,114.1,153.9,152.7,36.0,28.4,wrist.b.stl,0
90,83.2,111.3,9.6,175.4,43.2,50.0,25.8,elbow.b.stl,0
90,50.9,161.4,94.3,129.7,115.7,36.5,22.4,wrist.b.stl,0
90,5.6,135.6,175.5,7,74.6,38.3,24.5,wrist.b.stl,0
90,4,102.6,56.4,80.1,164.5,25.8,33.7,wrist.b.stl,0
90,133.4,32.7,159.5,31.9,113.2,50.0,8.6,base.stl,0
90,46.1,125,21.7,178.3,52.6,50.0,27.4,wrist.b.stl,0
90,53,176.6,1.9,58.1,2,26.7,28.8,wrist.b.stl,0
90,142.4,8.2,78.4,148.4,139.9,26.0,24.9,wrist.b.stl,0
90,156.3,9.8,3.7,57.7,119.9,29.8,23.2,wrist.b.stl,0
90,29.6,12.6,133.6,0.7,43.6,50.0,26.4,wrist.b.stl,0
90,134.2,2,112.6,167.5,11.9,21.1,25.3,wrist.b.stl,0
90,6.3,84.1,82.4,126,74.7,42.0,21.6,wrist.b.stl,0
90,21.9,111.9,116.2,160.8,61.1,36.3,28.4,wrist.b.stl,0
90,105.8,61.7,179.3,11,166.6,50.0,8.6,elbow.b.stl,0
90,159.4,39.2,61.1,66.8,12.2,36.6,28.8,wrist.b.stl,0
90,162.6,3.2,3.7,92.7,21,32.7,31.2,wrist.b.stl,0
90,8,46.4,158.4,5.3,160.8,50.0,16.3,elbow.b.stl,0
